Job ID,Job Title,Company Name,Job Location,Job Type,Salary Range,Experience Required,Posted Date,Application Deadline,Job Portal,Number of Applicants,Education Requirement,Skills Required,Remote/Onsite,Company Size
JOB144,Marketing Executive,TCS,Jaipur,Part-time,3-5 LPA,5-10 years,2025-01-22,2025-02-09,Indeed,294,PhD,"UI/UX, AWS, Java",Hybrid,Large (500+)
JOB145,Business Analyst,TCS,Hyderabad,Full-time,5-8 LPA,5-10 years,2024-12-29,2025-01-12,Naukri.com,431,B.Tech,"UI/UX, React, Python",Remote,Large (500+)
JOB146,Sales Representative,Deloitte,Ahmedabad,Internship,5-8 LPA,5-10 years,2024-12-23,2025-01-08,Indeed,357,M.Tech,"Machine Learning, AWS, Java",Remote,Small (1-50)
JOB147,Software Engineer,Google,Delhi,Part-time,3-5 LPA,5-10 years,2024-12-23,2025-01-19,LinkedIn,265,B.Sc,"Java, Excel, AWS",Remote,Large (500+)
JOB148,Marketing Executive,TCS,Ahmedabad,Part-time,5-8 LPA,10+ years,2025-01-08,2025-01-23,Naukri.com,287,M.Tech,"C++, Excel, Digital Marketing",Onsite,Medium (51-500)
JOB149,Sales Representative,Wipro,Noida,Internship,20+ LPA,5-10 years,2025-01-08,2025-01-19,LinkedIn,260,PhD,"Digital Marketing, C++, Java",Onsite,Medium (51-500)
JOB150,Software Engineer,Infosys,Hyderabad,Contract,20+ LPA,0-2 years,2025-01-04,2025-01-21,Naukri.com,218,B.Sc,"Excel, Digital Marketing, UI/UX",Onsite,Small (1-50)
JOB151,HR Manager,IBM,Kolkata,Part-time,8-12 LPA,0-2 years,2025-01-20,2025-02-16,Naukri.com,454,B.Tech,"SQL, Python, Excel",Remote,Medium (51-500)
JOB152,Data Scientist,Amazon,Bangalore,Part-time,20+ LPA,10+ years,2025-01-09,2025-01-19,Indeed,129,MBA,"SQL, C++, React",Hybrid,Medium (51-500)
JOB153,Product Manager,Infosys,Ahmedabad,Full-time,3-5 LPA,10+ years,2025-01-06,2025-01-15,LinkedIn,430,B.Tech,"Machine Learning, Python, Excel",Remote,Small (1-50)
JOB154,Product Manager,IBM,Noida,Full-time,12-20 LPA,0-2 years,2025-01-07,2025-01-22,LinkedIn,122,B.Sc,"C++, Machine Learning, Excel",Remote,Medium (51-500)
JOB155,Cyber Security Analyst,Amazon,Jaipur,Full-time,8-12 LPA,10+ years,2025-01-18,2025-02-17,Indeed,146,PhD,"UI/UX, React, Python",Remote,Medium (51-500)
JOB156,Business Analyst,Deloitte,Chennai,Internship,12-20 LPA,2-5 years,2025-01-08,2025-01-25,Naukri.com,79,B.Tech,"Python, Digital Marketing, C++",Hybrid,Medium (51-500)
JOB157,Data Scientist,TCS,Kolkata,Contract,3-5 LPA,2-5 years,2024-12-27,2025-01-18,LinkedIn,205,B.Tech,"UI/UX, Java, C++",Remote,Medium (51-500)
JOB158,Data Scientist,Microsoft,Pune,Internship,12-20 LPA,5-10 years,2025-01-03,2025-01-18,Naukri.com,166,M.Tech,"SQL, Java, React",Onsite,Medium (51-500)
JOB159,Business Analyst,HCL,Chennai,Internship,5-8 LPA,2-5 years,2024-12-29,2025-01-20,Naukri.com,218,MBA,"Machine Learning, SQL, Digital Marketing",Hybrid,Medium (51-500)
JOB160,Cyber Security Analyst,HCL,Jaipur,Internship,3-5 LPA,10+ years,2025-01-01,2025-01-28,LinkedIn,28,MBA,"Python, Machine Learning, C++",Onsite,Medium (51-500)
JOB161,Software Engineer,Deloitte,Delhi,Contract,5-8 LPA,2-5 years,2024-12-25,2025-01-19,Indeed,158,B.Tech,"Machine Learning, AWS, React",Remote,Large (500+)
JOB162,Marketing Executive,Wipro,Noida,Contract,8-12 LPA,10+ years,2024-12-30,2025-01-20,Indeed,62,B.Sc,"UI/UX, Excel, C++",Hybrid,Small (1-50)
JOB163,Business Analyst,Infosys,Kolkata,Full-time,5-8 LPA,2-5 years,2025-01-10,2025-01-19,Indeed,71,B.Sc,"React, AWS, UI/UX",Hybrid,Medium (51-500)
JOB164,HR Manager,Infosys,Delhi,Internship,5-8 LPA,2-5 years,2025-01-16,2025-01-30,LinkedIn,205,M.Tech,"Digital Marketing, C++, Python",Hybrid,Medium (51-500)
JOB165,Financial Analyst,HCL,Ahmedabad,Contract,3-5 LPA,10+ years,2025-01-11,2025-01-25,Indeed,429,MBA,"SQL, React, Machine Learning",Onsite,Medium (51-500)
JOB166,Financial Analyst,Infosys,Delhi,Contract,5-8 LPA,0-2 years,2024-12-29,2025-01-06,Indeed,448,PhD,"Excel, Digital Marketing, React",Remote,Large (500+)
JOB167,Graphic Designer,Google,Ahmedabad,Part-time,3-5 LPA,0-2 years,2025-01-18,2025-02-06,Indeed,231,MBA,"SQL, Machine Learning, Java",Onsite,Small (1-50)
JOB168,HR Manager,Microsoft,Kolkata,Contract,5-8 LPA,10+ years,2024-12-31,2025-01-20,LinkedIn,472,MBA,"Excel, SQL, C++",Remote,Large (500+)
JOB169,Product Manager,TCS,Delhi,Full-time,20+ LPA,10+ years,2025-01-08,2025-01-22,Indeed,236,B.Sc,"SQL, C++, Python",Remote,Small (1-50)
JOB170,Cyber Security Analyst,IBM,Pune,Contract,5-8 LPA,2-5 years,2024-12-26,2025-01-25,LinkedIn,90,B.Sc,"Excel, AWS, C++",Onsite,Medium (51-500)
JOB171,Data Scientist,Infosys,Jaipur,Internship,20+ LPA,2-5 years,2024-12-26,2025-01-22,Indeed,49,PhD,"C++, Python, Java",Hybrid,Small (1-50)
JOB172,Marketing Executive,TCS,Bangalore,Internship,12-20 LPA,5-10 years,2025-01-10,2025-02-06,LinkedIn,224,PhD,"React, Machine Learning, SQL",Hybrid,Medium (51-500)
JOB173,Financial Analyst,Amazon,Ahmedabad,Full-time,20+ LPA,0-2 years,2024-12-25,2025-01-17,LinkedIn,490,B.Sc,"Digital Marketing, React, C++",Hybrid,Small (1-50)
JOB174,Business Analyst,HCL,Hyderabad,Contract,3-5 LPA,0-2 years,2025-01-20,2025-02-09,LinkedIn,411,PhD,"C++, Python, Digital Marketing",Hybrid,Large (500+)
JOB175,Cyber Security Analyst,HCL,Chennai,Internship,20+ LPA,2-5 years,2025-01-19,2025-02-03,Indeed,263,PhD,"Java, SQL, Machine Learning",Onsite,Small (1-50)
JOB176,Product Manager,Microsoft,Chennai,Contract,20+ LPA,2-5 years,2025-01-13,2025-01-31,Naukri.com,330,M.Tech,"C++, UI/UX, React",Onsite,Medium (51-500)
JOB177,Product Manager,Wipro,Noida,Internship,12-20 LPA,5-10 years,2025-01-15,2025-01-22,LinkedIn,361,B.Sc,"Python, Digital Marketing, Java",Remote,Small (1-50)
JOB178,Sales Representative,Amazon,Mumbai,Contract,3-5 LPA,0-2 years,2025-01-19,2025-02-13,Indeed,495,PhD,"Machine Learning, Python, C++",Hybrid,Large (500+)
JOB179,Data Scientist,Wipro,Ahmedabad,Internship,3-5 LPA,10+ years,2024-12-28,2025-01-09,Indeed,420,PhD,"UI/UX, C++, Python",Remote,Large (500+)
JOB180,Software Engineer,TCS,Noida,Part-time,8-12 LPA,0-2 years,2025-01-22,2025-02-17,Indeed,311,B.Sc,"AWS, React, Python",Remote,Large (500+)
JOB181,Product Manager,HCL,Hyderabad,Contract,5-8 LPA,2-5 years,2025-01-20,2025-02-05,Naukri.com,73,MBA,"Java, Digital Marketing, SQL",Hybrid,Medium (51-500)
JOB182,Cyber Security Analyst,Wipro,Hyderabad,Full-time,3-5 LPA,10+ years,2025-01-13,2025-01-22,Indeed,289,B.Tech,"AWS, UI/UX, SQL",Onsite,Medium (51-500)
JOB183,Data Scientist,HCL,Jaipur,Contract,5-8 LPA,5-10 years,2025-01-12,2025-02-11,Naukri.com,52,MBA,"Java, SQL, React",Hybrid,Medium (51-500)
JOB184,Business Analyst,HCL,Ahmedabad,Full-time,12-20 LPA,10+ years,2025-01-18,2025-02-04,Indeed,80,M.Tech,"C++, Python, Excel",Remote,Medium (51-500)
JOB185,Marketing Executive,TCS,Ahmedabad,Contract,12-20 LPA,10+ years,2024-12-28,2025-01-24,Indeed,64,B.Tech,"SQL, Digital Marketing, UI/UX",Onsite,Small (1-50)
JOB186,HR Manager,HCL,Ahmedabad,Full-time,5-8 LPA,0-2 years,2025-01-14,2025-02-01,Indeed,451,M.Tech,"Java, Excel, SQL",Remote,Large (500+)
JOB187,Business Analyst,Accenture,Kolkata,Full-time,12-20 LPA,0-2 years,2024-12-30,2025-01-25,Naukri.com,99,M.Tech,"Python, Java, Digital Marketing",Hybrid,Small (1-50)
JOB188,Graphic Designer,HCL,Chennai,Full-time,12-20 LPA,10+ years,2025-01-13,2025-01-22,Indeed,306,B.Sc,"SQL, Java, UI/UX",Hybrid,Small (1-50)
JOB189,Graphic Designer,Amazon,Hyderabad,Full-time,20+ LPA,10+ years,2025-01-11,2025-01-30,LinkedIn,315,B.Tech,"UI/UX, Python, AWS",Onsite,Small (1-50)
JOB190,HR Manager,HCL,Mumbai,Full-time,20+ LPA,2-5 years,2025-01-05,2025-02-01,LinkedIn,110,B.Sc,"UI/UX, SQL, Excel",Remote,Medium (51-500)
JOB191,Graphic Designer,Wipro,Noida,Internship,3-5 LPA,5-10 years,2025-01-02,2025-01-15,Indeed,172,B.Tech,"UI/UX, AWS, Python",Onsite,Small (1-50)
JOB192,Product Manager,Accenture,Chennai,Internship,20+ LPA,0-2 years,2025-01-01,2025-01-28,LinkedIn,362,PhD,"Machine Learning, AWS, Excel",Onsite,Small (1-50)
JOB193,Software Engineer,Accenture,Noida,Contract,5-8 LPA,5-10 years,2025-01-17,2025-02-01,LinkedIn,234,M.Tech,"C++, Java, Python",Hybrid,Large (500+)
JOB194,Marketing Executive,Amazon,Hyderabad,Internship,5-8 LPA,2-5 years,2025-01-01,2025-01-27,Indeed,123,MBA,"Python, C++, AWS",Remote,Large (500+)
JOB195,Financial Analyst,Microsoft,Kolkata,Contract,5-8 LPA,0-2 years,2025-01-04,2025-02-03,Naukri.com,58,M.Tech,"Java, UI/UX, React",Onsite,Small (1-50)
JOB196,Business Analyst,Accenture,Mumbai,Internship,8-12 LPA,2-5 years,2024-12-28,2025-01-06,Indeed,417,M.Tech,"UI/UX, C++, Python",Remote,Large (500+)
JOB197,Financial Analyst,Google,Bangalore,Full-time,12-20 LPA,0-2 years,2025-01-04,2025-01-20,Indeed,28,B.Sc,"AWS, Excel, Python",Remote,Large (500+)
JOB198,Graphic Designer,IBM,Kolkata,Internship,20+ LPA,10+ years,2024-12-28,2025-01-05,Naukri.com,38,PhD,"Excel, Machine Learning, UI/UX",Onsite,Small (1-50)
JOB199,Sales Representative,Google,Hyderabad,Part-time,3-5 LPA,0-2 years,2025-01-15,2025-01-23,Indeed,462,B.Sc,"Machine Learning, Excel, Java",Hybrid,Large (500+)
JOB200,Cyber Security Analyst,Accenture,Pune,Full-time,3-5 LPA,5-10 years,2025-01-03,2025-01-24,Indeed,44,PhD,"Python, Digital Marketing, Machine Learning",Hybrid,Small (1-50)
JOB201,Sales Representative,Accenture,Delhi,Internship,3-5 LPA,0-2 years,2025-01-12,2025-01-21,Indeed,30,B.Tech,"React, AWS, Python",Hybrid,Large (500+)
JOB202,Business Analyst,Infosys,Delhi,Part-time,12-20 LPA,0-2 years,2025-01-12,2025-01-19,LinkedIn,388,MBA,"UI/UX, Digital Marketing, Java",Remote,Large (500+)
JOB203,Financial Analyst,Infosys,Bangalore,Contract,5-8 LPA,10+ years,2025-01-05,2025-01-27,Indeed,221,PhD,"Python, C++, Machine Learning",Onsite,Medium (51-500)
JOB204,Product Manager,Deloitte,Pune,Part-time,5-8 LPA,10+ years,2024-12-24,2025-01-13,Indeed,62,B.Tech,"UI/UX, Machine Learning, Python",Hybrid,Large (500+)
JOB205,Data Scientist,Microsoft,Bangalore,Internship,3-5 LPA,10+ years,2025-01-09,2025-01-25,Naukri.com,318,PhD,"Python, UI/UX, React",Remote,Large (500+)
JOB206,Data Scientist,Accenture,Kolkata,Contract,5-8 LPA,10+ years,2025-01-21,2025-02-04,Naukri.com,392,B.Tech,"SQL, Python, C++",Hybrid,Large (500+)
JOB207,Sales Representative,Amazon,Jaipur,Contract,12-20 LPA,10+ years,2025-01-11,2025-02-03,LinkedIn,274,PhD,"React, Java, Machine Learning",Remote,Medium (51-500)
JOB208,Sales Representative,TCS,Jaipur,Part-time,12-20 LPA,0-2 years,2025-01-18,2025-02-05,Indeed,62,B.Sc,"SQL, Java, React",Onsite,Small (1-50)
JOB209,Sales Representative,Microsoft,Mumbai,Full-time,5-8 LPA,10+ years,2025-01-15,2025-02-12,Naukri.com,389,MBA,"Java, Python, Digital Marketing",Hybrid,Small (1-50)
JOB210,Business Analyst,Amazon,Mumbai,Part-time,12-20 LPA,2-5 years,2025-01-05,2025-01-27,LinkedIn,251,PhD,"Python, React, UI/UX",Remote,Small (1-50)
JOB211,Business Analyst,HCL,Ahmedabad,Full-time,3-5 LPA,0-2 years,2025-01-17,2025-02-04,Indeed,454,B.Tech,"C++, Digital Marketing, Java",Hybrid,Small (1-50)
JOB212,Sales Representative,HCL,Noida,Contract,20+ LPA,10+ years,2024-12-23,2025-01-14,Naukri.com,255,MBA,"AWS, Excel, Java",Hybrid,Small (1-50)
JOB213,Graphic Designer,IBM,Mumbai,Contract,12-20 LPA,5-10 years,2024-12-28,2025-01-20,Naukri.com,148,PhD,"Machine Learning, Excel, SQL",Hybrid,Medium (51-500)
JOB214,Data Scientist,Wipro,Ahmedabad,Part-time,12-20 LPA,10+ years,2025-01-15,2025-01-23,Indeed,364,PhD,"Java, Machine Learning, AWS",Hybrid,Medium (51-500)
JOB215,Business Analyst,TCS,Hyderabad,Full-time,12-20 LPA,0-2 years,2025-01-13,2025-02-12,Naukri.com,96,B.Tech,"C++, Excel, Digital Marketing",Hybrid,Small (1-50)
JOB216,Software Engineer,Accenture,Bangalore,Full-time,3-5 LPA,0-2 years,2025-01-17,2025-02-16,Naukri.com,430,B.Sc,"AWS, Digital Marketing, Python",Remote,Large (500+)
JOB217,Marketing Executive,Wipro,Kolkata,Part-time,5-8 LPA,10+ years,2024-12-27,2025-01-23,LinkedIn,474,B.Tech,"C++, React, Excel",Hybrid,Large (500+)
JOB218,Cyber Security Analyst,Microsoft,Ahmedabad,Part-time,5-8 LPA,0-2 years,2025-01-08,2025-02-04,Naukri.com,333,MBA,"Excel, React, C++",Onsite,Large (500+)
JOB219,Financial Analyst,TCS,Kolkata,Internship,12-20 LPA,0-2 years,2024-12-26,2025-01-08,Naukri.com,387,PhD,"Java, C++, Excel",Onsite,Medium (51-500)
JOB220,Sales Representative,HCL,Jaipur,Contract,3-5 LPA,10+ years,2025-01-05,2025-02-04,Indeed,50,PhD,"Machine Learning, UI/UX, C++",Hybrid,Large (500+)
JOB221,Graphic Designer,HCL,Ahmedabad,Full-time,3-5 LPA,0-2 years,2025-01-22,2025-01-30,Indeed,461,PhD,"SQL, Machine Learning, C++",Remote,Medium (51-500)
JOB222,Software Engineer,HCL,Mumbai,Internship,12-20 LPA,0-2 years,2024-12-25,2025-01-10,LinkedIn,128,M.Tech,"UI/UX, Machine Learning, React",Hybrid,Large (500+)
JOB223,Cyber Security Analyst,IBM,Noida,Full-time,3-5 LPA,0-2 years,2025-01-11,2025-01-19,LinkedIn,13,M.Tech,"Machine Learning, SQL, Java",Remote,Large (500+)
JOB224,Product Manager,Google,Kolkata,Part-time,5-8 LPA,2-5 years,2025-01-15,2025-01-30,Naukri.com,200,M.Tech,"Excel, React, Digital Marketing",Remote,Large (500+)
JOB225,Product Manager,Amazon,Delhi,Contract,8-12 LPA,2-5 years,2025-01-03,2025-01-27,Naukri.com,397,B.Sc,"Excel, React, SQL",Onsite,Small (1-50)
JOB226,Sales Representative,Google,Kolkata,Part-time,5-8 LPA,2-5 years,2025-01-11,2025-02-07,Indeed,432,PhD,"Excel, React, Python",Hybrid,Large (500+)
JOB227,Data Scientist,Wipro,Kolkata,Internship,12-20 LPA,0-2 years,2025-01-07,2025-01-28,LinkedIn,497,M.Tech,"Excel, Java, UI/UX",Remote,Large (500+)
JOB228,Data Scientist,Amazon,Ahmedabad,Full-time,12-20 LPA,2-5 years,2025-01-05,2025-01-16,LinkedIn,162,MBA,"UI/UX, AWS, SQL",Remote,Small (1-50)
JOB229,HR Manager,Microsoft,Kolkata,Full-time,3-5 LPA,5-10 years,2025-01-18,2025-02-05,Naukri.com,225,B.Tech,"UI/UX, AWS, React",Onsite,Large (500+)
JOB230,Cyber Security Analyst,Infosys,Kolkata,Full-time,3-5 LPA,0-2 years,2025-01-08,2025-01-15,Naukri.com,71,M.Tech,"Python, Digital Marketing, AWS",Remote,Small (1-50)
JOB231,Data Scientist,HCL,Delhi,Contract,8-12 LPA,2-5 years,2025-01-15,2025-02-12,Indeed,73,B.Sc,"SQL, Java, Machine Learning",Hybrid,Medium (51-500)
JOB232,Data Scientist,Infosys,Noida,Full-time,5-8 LPA,0-2 years,2024-12-26,2025-01-17,Naukri.com,431,MBA,"AWS, React, Excel",Hybrid,Medium (51-500)
JOB233,Software Engineer,Microsoft,Kolkata,Internship,12-20 LPA,5-10 years,2025-01-02,2025-01-14,Indeed,38,B.Sc,"C++, React, Machine Learning",Remote,Small (1-50)
JOB234,Software Engineer,HCL,Delhi,Contract,20+ LPA,2-5 years,2025-01-11,2025-01-19,Naukri.com,10,MBA,"Machine Learning, Java, React",Onsite,Small (1-50)
JOB235,Software Engineer,HCL,Chennai,Contract,3-5 LPA,10+ years,2025-01-06,2025-02-04,Indeed,371,M.Tech,"Python, Excel, UI/UX",Hybrid,Medium (51-500)
JOB236,Financial Analyst,Microsoft,Ahmedabad,Internship,3-5 LPA,5-10 years,2024-12-24,2025-01-02,Naukri.com,458,B.Tech,"React, AWS, Java",Remote,Small (1-50)
JOB237,Financial Analyst,Wipro,Ahmedabad,Part-time,12-20 LPA,2-5 years,2025-01-17,2025-02-05,Indeed,471,B.Sc,"Digital Marketing, SQL, Java",Onsite,Large (500+)
JOB238,Software Engineer,Accenture,Kolkata,Part-time,12-20 LPA,10+ years,2025-01-11,2025-01-29,LinkedIn,160,B.Sc,"Excel, Digital Marketing, Java",Hybrid,Large (500+)
JOB239,HR Manager,Amazon,Delhi,Full-time,12-20 LPA,10+ years,2025-01-13,2025-02-12,Naukri.com,410,MBA,"Machine Learning, Digital Marketing, Java",Onsite,Large (500+)
JOB240,Business Analyst,Deloitte,Ahmedabad,Part-time,12-20 LPA,2-5 years,2025-01-12,2025-02-10,Naukri.com,200,M.Tech,"Java, SQL, React",Hybrid,Small (1-50)
JOB241,Marketing Executive,Infosys,Kolkata,Part-time,12-20 LPA,0-2 years,2025-01-08,2025-02-07,LinkedIn,411,B.Tech,"AWS, Python, UI/UX",Onsite,Medium (51-500)
JOB242,Financial Analyst,Infosys,Bangalore,Full-time,12-20 LPA,10+ years,2025-01-21,2025-02-14,Indeed,442,PhD,"AWS, SQL, React",Hybrid,Medium (51-500)
JOB243,Data Scientist,Microsoft,Mumbai,Internship,8-12 LPA,10+ years,2024-12-30,2025-01-10,LinkedIn,197,M.Tech,"Excel, C++, UI/UX",Remote,Small (1-50)
JOB244,HR Manager,Wipro,Jaipur,Full-time,3-5 LPA,5-10 years,2025-01-12,2025-01-26,LinkedIn,438,B.Tech,"Excel, React, AWS",Onsite,Large (500+)
JOB245,Cyber Security Analyst,TCS,Chennai,Contract,5-8 LPA,0-2 years,2024-12-27,2025-01-09,Indeed,285,M.Tech,"AWS, C++, UI/UX",Onsite,Medium (51-500)
JOB246,Marketing Executive,Microsoft,Delhi,Internship,3-5 LPA,2-5 years,2024-12-29,2025-01-15,Indeed,481,M.Tech,"SQL, AWS, UI/UX",Remote,Small (1-50)
JOB247,Marketing Executive,IBM,Jaipur,Part-time,8-12 LPA,2-5 years,2024-12-26,2025-01-14,Naukri.com,451,M.Tech,"C++, Digital Marketing, React",Remote,Small (1-50)
JOB248,Cyber Security Analyst,HCL,Kolkata,Contract,12-20 LPA,0-2 years,2024-12-29,2025-01-07,LinkedIn,241,PhD,"Python, React, UI/UX",Onsite,Large (500+)
JOB249,Software Engineer,TCS,Bangalore,Internship,3-5 LPA,10+ years,2025-01-22,2025-02-12,LinkedIn,224,MBA,"React, SQL, Python",Remote,Large (500+)
JOB250,Financial Analyst,IBM,Bangalore,Full-time,8-12 LPA,2-5 years,2025-01-13,2025-02-11,LinkedIn,450,MBA,"Java, Digital Marketing, UI/UX",Onsite,Medium (51-500)
JOB251,Product Manager,Wipro,Noida,Part-time,12-20 LPA,10+ years,2024-12-27,2025-01-26,LinkedIn,367,M.Tech,"AWS, UI/UX, Excel",Onsite,Small (1-50)
JOB252,HR Manager,Deloitte,Delhi,Internship,20+ LPA,2-5 years,2025-01-17,2025-01-25,LinkedIn,430,B.Sc,"Digital Marketing, Java, Python",Onsite,Medium (51-500)
JOB253,HR Manager,Deloitte,Pune,Contract,5-8 LPA,5-10 years,2025-01-11,2025-01-18,Naukri.com,157,MBA,"Python, Excel, Machine Learning",Remote,Large (500+)
JOB254,Graphic Designer,Accenture,Delhi,Part-time,12-20 LPA,5-10 years,2024-12-24,2025-01-05,Indeed,270,B.Tech,"Java, C++, AWS",Remote,Large (500+)
JOB255,HR Manager,Deloitte,Noida,Full-time,3-5 LPA,5-10 years,2025-01-22,2025-02-02,LinkedIn,471,MBA,"SQL, Digital Marketing, C++",Onsite,Small (1-50)
JOB256,Cyber Security Analyst,TCS,Mumbai,Full-time,3-5 LPA,2-5 years,2025-01-06,2025-01-22,Naukri.com,312,PhD,"Digital Marketing, React, Java",Remote,Large (500+)
JOB257,Software Engineer,Wipro,Bangalore,Part-time,20+ LPA,5-10 years,2025-01-12,2025-01-29,Indeed,64,M.Tech,"Excel, Python, C++",Hybrid,Medium (51-500)
JOB258,Product Manager,Google,Hyderabad,Internship,12-20 LPA,2-5 years,2024-12-31,2025-01-19,Indeed,232,MBA,"Python, Java, React",Remote,Small (1-50)
JOB259,Business Analyst,Microsoft,Hyderabad,Contract,8-12 LPA,10+ years,2025-01-02,2025-01-30,Indeed,125,B.Sc,"UI/UX, Digital Marketing, React",Remote,Medium (51-500)
JOB260,Graphic Designer,Amazon,Pune,Internship,8-12 LPA,5-10 years,2024-12-25,2025-01-14,LinkedIn,329,MBA,"Python, Java, Digital Marketing",Remote,Small (1-50)
JOB261,Data Scientist,Google,Ahmedabad,Part-time,5-8 LPA,10+ years,2025-01-19,2025-02-12,Indeed,451,B.Sc,"C++, Python, Digital Marketing",Remote,Large (500+)
JOB262,Product Manager,IBM,Noida,Contract,12-20 LPA,5-10 years,2025-01-16,2025-02-07,Naukri.com,203,B.Tech,"UI/UX, Excel, Java",Onsite,Medium (51-500)
JOB263,Sales Representative,IBM,Ahmedabad,Internship,20+ LPA,2-5 years,2025-01-22,2025-01-30,Naukri.com,87,MBA,"AWS, UI/UX, Java",Hybrid,Large (500+)
JOB264,Graphic Designer,Deloitte,Delhi,Contract,12-20 LPA,0-2 years,2025-01-15,2025-02-06,Naukri.com,139,MBA,"React, Python, SQL",Hybrid,Small (1-50)
JOB265,Business Analyst,Microsoft,Pune,Part-time,20+ LPA,5-10 years,2025-01-08,2025-01-26,Naukri.com,495,PhD,"Python, Machine Learning, Digital Marketing",Onsite,Large (500+)
JOB266,Marketing Executive,TCS,Kolkata,Contract,8-12 LPA,2-5 years,2025-01-17,2025-02-11,LinkedIn,430,B.Tech,"AWS, UI/UX, Python",Hybrid,Small (1-50)
JOB267,Software Engineer,TCS,Pune,Contract,3-5 LPA,5-10 years,2025-01-11,2025-01-31,Naukri.com,384,PhD,"React, Machine Learning, AWS",Remote,Large (500+)
JOB268,Product Manager,Amazon,Kolkata,Contract,3-5 LPA,0-2 years,2024-12-26,2025-01-07,Naukri.com,397,PhD,"SQL, Excel, UI/UX",Onsite,Large (500+)
JOB269,Cyber Security Analyst,Google,Delhi,Part-time,3-5 LPA,2-5 years,2024-12-27,2025-01-11,Indeed,184,PhD,"Excel, Digital Marketing, Machine Learning",Hybrid,Small (1-50)
JOB270,Sales Representative,Infosys,Mumbai,Contract,12-20 LPA,10+ years,2025-01-22,2025-02-03,LinkedIn,216,B.Tech,"Machine Learning, Java, React",Remote,Large (500+)
JOB271,Data Scientist,IBM,Chennai,Part-time,20+ LPA,2-5 years,2025-01-12,2025-01-21,LinkedIn,89,B.Tech,"Python, AWS, Java",Remote,Medium (51-500)
JOB272,Cyber Security Analyst,HCL,Bangalore,Internship,3-5 LPA,10+ years,2024-12-28,2025-01-08,LinkedIn,34,M.Tech,"UI/UX, Python, Excel",Remote,Large (500+)
JOB273,Sales Representative,Google,Mumbai,Internship,5-8 LPA,10+ years,2025-01-07,2025-01-19,LinkedIn,37,M.Tech,"SQL, C++, Excel",Onsite,Small (1-50)
JOB274,Graphic Designer,Wipro,Pune,Full-time,8-12 LPA,2-5 years,2024-12-30,2025-01-20,LinkedIn,135,B.Sc,"UI/UX, Digital Marketing, Machine Learning",Remote,Large (500+)
JOB275,Financial Analyst,Wipro,Noida,Full-time,3-5 LPA,10+ years,2025-01-06,2025-02-03,Indeed,344,M.Tech,"Python, Machine Learning, C++",Onsite,Small (1-50)
JOB276,Graphic Designer,Amazon,Kolkata,Internship,20+ LPA,10+ years,2025-01-10,2025-01-29,LinkedIn,56,B.Tech,"C++, AWS, Excel",Hybrid,Large (500+)
JOB277,Data Scientist,Infosys,Jaipur,Contract,8-12 LPA,5-10 years,2025-01-05,2025-01-28,Naukri.com,460,M.Tech,"Excel, Machine Learning, UI/UX",Hybrid,Medium (51-500)
JOB278,HR Manager,Microsoft,Ahmedabad,Full-time,5-8 LPA,0-2 years,2025-01-15,2025-02-10,Indeed,28,PhD,"SQL, Python, Digital Marketing",Remote,Large (500+)
JOB279,HR Manager,Google,Hyderabad,Full-time,3-5 LPA,0-2 years,2025-01-14,2025-02-11,Naukri.com,139,PhD,"Machine Learning, Excel, Python",Remote,Medium (51-500)
JOB280,Graphic Designer,Google,Mumbai,Internship,3-5 LPA,10+ years,2025-01-09,2025-02-08,LinkedIn,251,MBA,"Digital Marketing, UI/UX, Java",Hybrid,Small (1-50)
JOB281,Data Scientist,Wipro,Chennai,Full-time,3-5 LPA,0-2 years,2025-01-15,2025-01-31,LinkedIn,390,MBA,"React, UI/UX, Java",Onsite,Small (1-50)
JOB282,Data Scientist,Deloitte,Hyderabad,Part-time,3-5 LPA,0-2 years,2024-12-30,2025-01-21,Indeed,346,M.Tech,"Excel, UI/UX, AWS",Onsite,Large (500+)
JOB283,Data Scientist,Deloitte,Mumbai,Part-time,3-5 LPA,5-10 years,2025-01-13,2025-01-30,Indeed,338,B.Tech,"UI/UX, AWS, Digital Marketing",Hybrid,Medium (51-500)
JOB284,HR Manager,Amazon,Delhi,Contract,8-12 LPA,2-5 years,2025-01-06,2025-02-03,LinkedIn,402,B.Tech,"Digital Marketing, AWS, Machine Learning",Hybrid,Large (500+)
JOB285,Product Manager,IBM,Hyderabad,Internship,8-12 LPA,5-10 years,2025-01-04,2025-02-03,Naukri.com,167,MBA,"C++, AWS, SQL",Remote,Small (1-50)
JOB286,Business Analyst,Infosys,Bangalore,Internship,20+ LPA,0-2 years,2025-01-11,2025-01-20,LinkedIn,115,B.Tech,"Java, Machine Learning, UI/UX",Onsite,Large (500+)
JOB287,Cyber Security Analyst,Wipro,Kolkata,Contract,5-8 LPA,0-2 years,2025-01-19,2025-02-07,Naukri.com,422,MBA,"Python, Machine Learning, SQL",Remote,Large (500+)
JOB288,Graphic Designer,HCL,Chennai,Part-time,20+ LPA,2-5 years,2025-01-20,2025-02-16,Indeed,132,B.Sc,"AWS, React, Digital Marketing",Hybrid,Large (500+)
